study_id	strain	cell_line	trt	mouse_id	adjusted_slope	iso_mean_slope	RTC
54TBCC02MC	CC02 F1	MC38	anti-PD1	927-22	-0.0846084	0.0928149	1.8798e-4
12TCC2/7MC	CC02 F1	MC38	isotype	927-01	0.109216	0.0800772	4.09181
12TCC2/7MC	CC02 F1	MC38	isotype	927-02	0.089264	0.0800772	1.55927
54TBCC02MC	CC02 F1	MC38	isotype	927-02	0.126042	0.0928149	4.98625
12TCC2/7MC	CC02 F1	MC38	isotype	927-04	0.0913109	0.0800772	1.7215
12TCC2/7MC	CC02 F1	MC38	isotype	927-05	0.078141	0.0800772	0.910625
12TCC2/7MC	CC02 F1	MC38	isotype	927-06	0.0426029	0.0800772	0.16332
54TBCC02MC	CC02 F1	MC38	isotype	927-06	0.0974808	0.0928149	1.2531
54TBCC02MC	CC02 F1	MC38	isotype	927-07	0.107418	0.0928149	2.02614
54TBCC02MC	CC02 F1	MC38	isotype	927-08	0.0744751	0.0928149	0.411968
54TBCC02MC	CC02 F1	MC38	isotype	927-09	0.0761812	0.0928149	0.447397
12TCC2/7MC	CC02 F1	MC38	isotype	927-11	0.0504351	0.0800772	0.238515
54TBCC02MC	CC02 F1	MC38	isotype	927-11	0.0903565	0.0928149	0.887917
54TBCC02MC	CC02 F1	MC38	isotype	927-13	0.0764566	0.0928149	0.453395
12TCC2/7MC	CC02 F1	MC38	isotype	927-14	0.0633456	0.0800772	0.445282
54TBCC02MC	CC02 F1	MC38	isotype	927-14	0.107161	0.0928149	2.0011
12TCC2/7MC	CC02 F1	MC38	isotype	927-16	0.0763398	0.0800772	0.834667
54TBCC02MC	CC02 F1	MC38	isotype	927-17	0.0855632	0.0928149	0.704228
12TCC2/7MC	CC02 F1	MC38	isotype	927-18	0.0846141	0.0800772	1.2453
12TCC2/7MC	CC02 F1	MC38	isotype	927-19	0.115503	0.0800772	5.54546
54TBCC02MC	CC02 F1	MC38	isotype	927-20	0.107189	0.0928149	2.00378
54TBCC02MC	CC02 F1	MC38	isotype	927-23	0.0775198	0.0928149	0.477312
54TBCC02MC	CC02 F1	MC38	isotype	927-24	0.0879354	0.0928149	0.789824
48TB7803MC	CC03 F1	MC38	anti-PD1	909-26	0.0558586	0.0799337	0.312194
48TB7803MC	CC03 F1	MC38	anti-PD1	909-28	-0.0909628	0.0799337	2.57735e-4
48TB7803MC	CC03 F1	MC38	anti-PD1	909-29	-0.119095	0.0799337	6.61292e-5
48TB7803MC	CC03 F1	MC38	anti-PD1	909-30	-0.127952	0.0799337	4.30931e-5
48TB7803MC	CC03 F1	MC38	anti-PD1	909-31	-0.0194903	0.0799337	0.00816765
48TB7803MC	CC03 F1	MC38	anti-PD1	909-37	-0.218473	0.0799337	5.41339e-7
48TB7803MC	CC03 F1	MC38	anti-PD1	909-38	-0.127952	0.0799337	4.30931e-5
48TB7803MC	CC03 F1	MC38	anti-PD1	909-39	-0.107234	0.0799337	1.17351e-4
48TB7803MC	CC03 F1	MC38	anti-PD1	909-41	-0.0390716	0.0799337	0.00316877
48TB7803MC	CC03 F1	MC38	anti-PD1	909-42	-0.0407043	0.0799337	0.00292822
48TB7803MC	CC03 F1	MC38	anti-PD1	909-43	-0.122788	0.0799337	5.53151e-5
48TB7803MC	CC03 F1	MC38	anti-PD1	909-48	-0.127952	0.0799337	4.30931e-5
48TB7803MC	CC03 F1	MC38	isotype	909-25	0.12333	0.0799337	8.1532
48TB7803MC	CC03 F1	MC38	isotype	909-27	-0.028474	0.0799337	0.0052898
48TB7803MC	CC03 F1	MC38	isotype	909-32	0.094034	0.0799337	1.97746
48TB7803MC	CC03 F1	MC38	isotype	909-33	0.100764	0.0799337	2.73804
48TB7803MC	CC03 F1	MC38	isotype	909-34	0.0745101	0.0799337	0.769318
48TB7803MC	CC03 F1	MC38	isotype	909-35	0.0970763	0.0799337	2.29084
48TB7803MC	CC03 F1	MC38	isotype	909-36	0.0629628	0.0799337	0.440161
48TB7803MC	CC03 F1	MC38	isotype	909-40	0.0607709	0.0799337	0.395897
48TB7803MC	CC03 F1	MC38	isotype	909-44	0.064618	0.0799337	0.476839
48TB7803MC	CC03 F1	MC38	isotype	909-45	0.1005	0.0799337	2.70329
48TB7803MC	CC03 F1	MC38	isotype	909-46	0.071068	0.0799337	0.651359
48TB7803MC	CC03 F1	MC38	isotype	909-47	0.138043	0.0799337	16.6075
66TB6504MC	CC04 F1	MC38	anti-PD1	581-26	-0.0170915	0.115431	0.00164828
66TB6504MC	CC04 F1	MC38	anti-PD1	581-30	-0.0719035	0.115431	1.16407e-4
66TB6504MC	CC04 F1	MC38	anti-PD1	581-31	-0.00263393	0.115431	0.00331619
66TB6504MC	CC04 F1	MC38	anti-PD1	581-32	-0.0687902	0.115431	1.35319e-4
66TB6504MC	CC04 F1	MC38	anti-PD1	581-33	-0.0820764	0.115431	7.11781e-5
66TB6504MC	CC04 F1	MC38	anti-PD1	581-36	0.0712083	0.115431	0.117849
66TB6504MC	CC04 F1	MC38	anti-PD1	581-38	-0.0340785	0.115431	7.24942e-4
66TB6504MC	CC04 F1	MC38	anti-PD1	581-39	-0.0135145	0.115431	0.00195951
66TB6504MC	CC04 F1	MC38	anti-PD1	581-40	-0.103506	0.115431	2.52534e-5
66TB6504MC	CC04 F1	MC38	anti-PD1	581-46	-0.00917496	0.115431	0.002417
66TB6504MC	CC04 F1	MC38	anti-PD1	581-47	-0.0714915	0.115431	1.18749e-4
66TB6504MC	CC04 F1	MC38	anti-PD1	581-48	-0.0208062	0.115431	0.00137728
66TB6504MC	CC04 F1	MC38	isotype	581-25	0.129049	0.115431	1.93186
66TB6504MC	CC04 F1	MC38	isotype	581-27	0.120619	0.115431	1.28512
66TB6504MC	CC04 F1	MC38	isotype	581-28	0.0780322	0.115431	0.163918
66TB6504MC	CC04 F1	MC38	isotype	581-29	0.145092	0.115431	4.1963800000000004
66TB6504MC	CC04 F1	MC38	isotype	581-34	0.141951	0.115431	3.60514
66TB6504MC	CC04 F1	MC38	isotype	581-35	0.115308	0.115431	0.994075
66TB6504MC	CC04 F1	MC38	isotype	581-37	0.14236	0.115431	3.67719
66TB6504MC	CC04 F1	MC38	isotype	581-41	0.118225	0.115431	1.14466
66TB6504MC	CC04 F1	MC38	isotype	581-42	0.0895062	0.115431	0.285484
66TB6504MC	CC04 F1	MC38	isotype	581-43	0.109949	0.115431	0.767135
66TB6504MC	CC04 F1	MC38	isotype	581-44	0.0834395	0.115431	0.212903
66TB6504MC	CC04 F1	MC38	isotype	581-45	0.111641	0.115431	0.832545
39TB2705MC	CC05 F1	MC38	anti-PD1	603-25	5.74906e-4	0.0938858	0.0109767
39TB2705MC	CC05 F1	MC38	anti-PD1	603-27	0.0863117	0.0938858	0.693338
39TB2705MC	CC05 F1	MC38	anti-PD1	603-28	-0.127952	0.0938858	2.19489e-5
39TB2705MC	CC05 F1	MC38	anti-PD1	603-29	0.0803225	0.0938858	0.519004
39TB2705MC	CC05 F1	MC38	anti-PD1	603-34	0.0120122	0.0938858	0.0190833
39TB2705MC	CC05 F1	MC38	anti-PD1	603-36	0.0804419	0.0938858	0.522011
39TB2705MC	CC05 F1	MC38	anti-PD1	603-38	0.0288344	0.0938858	0.0430448
39TB2705MC	CC05 F1	MC38	anti-PD1	603-39	-0.00687011	0.0938858	0.0076582
39TB2705MC	CC05 F1	MC38	anti-PD1	603-43	0.105124	0.0938858	1.72188
39TB2705MC	CC05 F1	MC38	anti-PD1	603-44	-0.127952	0.0938858	2.19489e-5
39TB2705MC	CC05 F1	MC38	anti-PD1	603-46	-0.00508373	0.0938858	0.00834912
39TB2705MC	CC05 F1	MC38	anti-PD1	603-47	0.0923966	0.0938858	0.930522
39TB2705MC	CC05 F1	MC38	isotype	603-26	0.126358	0.0938858	4.80744
39TB2705MC	CC05 F1	MC38	isotype	603-30	0.0255246	0.0938858	0.0366788
39TB2705MC	CC05 F1	MC38	isotype	603-31	0.112644	0.0938858	2.47704
39TB2705MC	CC05 F1	MC38	isotype	603-32	0.0924982	0.0938858	0.935105
39TB2705MC	CC05 F1	MC38	isotype	603-33	0.110819	0.0938858	2.26776
39TB2705MC	CC05 F1	MC38	isotype	603-35	0.0529493	0.0938858	0.138145
39TB2705MC	CC05 F1	MC38	isotype	603-37	0.0948742	0.0938858	1.04896
39TB2705MC	CC05 F1	MC38	isotype	603-40	0.109115	0.0938858	2.08845
39TB2705MC	CC05 F1	MC38	isotype	603-41	0.112561	0.0938858	2.46707
39TB2705MC	CC05 F1	MC38	isotype	603-42	0.0942479	0.0938858	1.01767
39TB2705MC	CC05 F1	MC38	isotype	603-45	0.094618	0.0938858	1.03604
39TB2705MC	CC05 F1	MC38	isotype	603-48	0.100419	0.0938858	1.37152
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-03	0.0475771	0.10489	0.0625796
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-04	-0.0404304	0.10489	8.87719e-4
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-07	-0.0127807	0.10489	0.00338002
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-08	0.0144605	0.10489	0.0126179
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-09	0.0957472	0.10489	0.642694
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-11	0.01103	0.10489	0.0106892
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-12	0.0822006	0.10489	0.333831
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-13	0.0719317	0.10489	0.203179
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-14	-0.015084	0.10489	0.00302378
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-15	0.0519323	0.10489	0.077249
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-18	-0.0408913	0.10489	8.68153e-4
55TBCC07MC	CC07 F1	MC38	anti-PD1	928-21	0.0724342	0.10489	0.208176
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-24	-0.0189016	0.102258	0.00285532
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-25	-0.0173081	0.102258	0.00308402
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-26	-0.0300876	0.102258	0.00166245
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-27	0.041477	0.102258	0.0529181
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-31	0.0478191	0.102258	0.0719099
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-33	-0.00709242	0.102258	0.00505414
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-35	0.0259876	0.102258	0.0250223
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-37	0.0319	0.102258	0.0333033
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-38	-0.00824744	0.102258	0.0047796
12TCC2/7MC	CC07 F1	MC38	anti-PD1	928-41	-0.0559456	0.102258	4.76135e-4
55TBCC07MC	CC07 F1	MC38	isotype	928-01	0.0921346	0.10489	0.539684
55TBCC07MC	CC07 F1	MC38	isotype	928-02	0.115928	0.10489	1.70533
55TBCC07MC	CC07 F1	MC38	isotype	928-05	0.137424	0.10489	4.82191
55TBCC07MC	CC07 F1	MC38	isotype	928-06	0.0837545	0.10489	0.35988
55TBCC07MC	CC07 F1	MC38	isotype	928-10	0.0925849	0.10489	0.551566
55TBCC07MC	CC07 F1	MC38	isotype	928-16	0.0905894	0.10489	0.500832
55TBCC07MC	CC07 F1	MC38	isotype	928-17	0.109718	0.10489	1.26294
55TBCC07MC	CC07 F1	MC38	isotype	928-19	0.128348	0.10489	3.10908
55TBCC07MC	CC07 F1	MC38	isotype	928-20	0.116424	0.10489	1.7467
55TBCC07MC	CC07 F1	MC38	isotype	928-22	0.106091	0.10489	1.05981
12TCC2/7MC	CC07 F1	MC38	isotype	928-23	0.0887133	0.102258	0.519477
55TBCC07MC	CC07 F1	MC38	isotype	928-23	0.11006	0.10489	1.28402
55TBCC07MC	CC07 F1	MC38	isotype	928-24	0.0756211	0.10489	0.24286
12TCC2/7MC	CC07 F1	MC38	isotype	928-28	0.0766612	0.102258	0.29005
12TCC2/7MC	CC07 F1	MC38	isotype	928-29	0.114726	0.102258	1.82738
12TCC2/7MC	CC07 F1	MC38	isotype	928-30	0.0575336	0.102258	0.115026
12TCC2/7MC	CC07 F1	MC38	isotype	928-32	0.0525052	0.102258	0.0901982
12TCC2/7MC	CC07 F1	MC38	isotype	928-34	0.090387	0.102258	0.563268
12TCC2/7MC	CC07 F1	MC38	isotype	928-36	0.103482	0.102258	1.06101
12TCC2/7MC	CC07 F1	MC38	isotype	928-39	0.0904193	0.102258	0.564149
12TCC2/7MC	CC07 F1	MC38	isotype	928-40	0.245892	0.102258	1038.27
25TCB608MC	CC08 F1	MC38	anti-PD1	416-26	-0.150088	0.0952534	7.04425e-6
25TCB608MC	CC08 F1	MC38	anti-PD1	416-29	0.0197796	0.0952534	0.0260046
25TCB608MC	CC08 F1	MC38	anti-PD1	416-30	0.0733874	0.0952534	0.347388
25TCB608MC	CC08 F1	MC38	anti-PD1	416-31	-0.127952	0.0952534	2.05444e-5
25TCB608MC	CC08 F1	MC38	anti-PD1	416-32	-0.0435836	0.0952534	0.00121457
25TCB608MC	CC08 F1	MC38	anti-PD1	416-33	0.0350767	0.0952534	0.0544867
25TCB608MC	CC08 F1	MC38	anti-PD1	416-35	-0.0882722	0.0952534	1.39947e-4
25TCB608MC	CC08 F1	MC38	anti-PD1	416-36	-0.0330307	0.0952534	0.00202318
25TCB608MC	CC08 F1	MC38	anti-PD1	416-40	0.00294814	0.0952534	0.0115237
25TCB608MC	CC08 F1	MC38	anti-PD1	416-42	-0.0609894	0.0952534	5.23482e-4
25TCB608MC	CC08 F1	MC38	anti-PD1	416-45	-0.189218	0.0952534	1.06193e-6
25TCB608MC	CC08 F1	MC38	anti-PD1	416-47	-0.00787951	0.0952534	0.00682668
25TCB608MC	CC08 F1	MC38	isotype	416-25	0.0981893	0.0952534	1.15254
25TCB608MC	CC08 F1	MC38	isotype	416-27	0.0867772	0.0952534	0.663744
25TCB608MC	CC08 F1	MC38	isotype	416-28	0.0715736	0.0952534	0.318217
25TCB608MC	CC08 F1	MC38	isotype	416-34	0.104654	0.0952534	1.57551
25TCB608MC	CC08 F1	MC38	isotype	416-37	0.0962914	0.0952534	1.05148
25TCB608MC	CC08 F1	MC38	isotype	416-38	0.105186	0.0952534	1.61651
25TCB608MC	CC08 F1	MC38	isotype	416-39	0.107045	0.0952534	1.76861
25TCB608MC	CC08 F1	MC38	isotype	416-41	0.085516	0.0952534	0.624476
25TCB608MC	CC08 F1	MC38	isotype	416-43	0.0709776	0.0952534	0.309178
25TCB608MC	CC08 F1	MC38	isotype	416-44	0.14039	0.0952534	8.86902
25TCB608MC	CC08 F1	MC38	isotype	416-46	0.0851264	0.0952534	0.612822
25TCB608MC	CC08 F1	MC38	isotype	416-48	0.0913131	0.0952534	0.826523
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-02	-0.0929566	0.10886	5.77888e-5
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-03	0.0837749	0.10886	0.297308
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-07	0.0901233	0.10886	0.404132
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-09	0.0736725	0.10886	0.182413
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-13	0.0783004	0.10886	0.228162
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-15	-0.0456574	0.10886	5.69021e-4
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-16	-0.0374738	0.10886	8.45247e-4
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-19	-0.0127818	0.10886	0.00278943
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-20	0.0707159	0.10886	0.158113
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-21	0.0528943	0.10886	0.0667902
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-22	0.0348032	0.10886	0.0278484
34TBCC09MC	CC09 F1	MC38	anti-PD1	375-23	0.0499084	0.10886	0.057811
34TBCC09MC	CC09 F1	MC38	isotype	375-01	0.141602	0.10886	4.8705
34TBCC09MC	CC09 F1	MC38	isotype	375-04	0.106136	0.10886	0.876595
34TBCC09MC	CC09 F1	MC38	isotype	375-05	0.0942664	0.10886	0.493774
34TBCC09MC	CC09 F1	MC38	isotype	375-06	0.10781	0.10886	0.950469
34TBCC09MC	CC09 F1	MC38	isotype	375-08	0.0980353	0.10886	0.592481
34TBCC09MC	CC09 F1	MC38	isotype	375-10	0.112918	0.10886	1.21675
34TBCC09MC	CC09 F1	MC38	isotype	375-11	0.104952	0.10886	0.827795
34TBCC09MC	CC09 F1	MC38	isotype	375-12	0.102764	0.10886	0.7447
34TBCC09MC	CC09 F1	MC38	isotype	375-14	0.103781	0.10886	0.782226
34TBCC09MC	CC09 F1	MC38	isotype	375-17	0.121627	0.10886	1.85397
34TBCC09MC	CC09 F1	MC38	isotype	375-18	0.106956	0.10886	0.912013
34TBCC09MC	CC09 F1	MC38	isotype	375-24	0.105477	0.10886	0.849069
69TB6070MC	CC10 F1	MC38	anti-PD1	689-49	-0.103978	0.0931055	7.26504e-5
69TB6070MC	CC10 F1	MC38	anti-PD1	689-52	-0.143172	0.0931055	1.09186e-5
69TB6070MC	CC10 F1	MC38	anti-PD1	689-54	-0.093155	0.0931055	1.22612e-4
69TB6070MC	CC10 F1	MC38	anti-PD1	689-57	-0.160919	0.0931055	4.62909e-6
69TB6070MC	CC10 F1	MC38	anti-PD1	689-61	-0.0974714	0.0931055	9.95143e-5
69TB6070MC	CC10 F1	MC38	anti-PD1	689-62	-0.204482	0.0931055	5.63213e-7
69TB6070MC	CC10 F1	MC38	anti-PD1	689-63	-0.0889015	0.0931055	1.5061e-4
69TB6070MC	CC10 F1	MC38	anti-PD1	689-64	-0.115244	0.0931055	4.21377e-5
69TB6070MC	CC10 F1	MC38	anti-PD1	689-65	-0.155857	0.0931055	5.91282e-6
69TB6070MC	CC10 F1	MC38	anti-PD1	689-67	-0.188634	0.0931055	1.21189e-6
69TB6070MC	CC10 F1	MC38	anti-PD1	689-69	-0.127952	0.0931055	2.27929e-5
69TB6070MC	CC10 F1	MC38	anti-PD1	689-71	-0.11761	0.0931055	3.7582e-5
69TB6070MC	CC10 F1	MC38	isotype	689-50	0.0994254	0.0931055	1.35743
69TB6070MC	CC10 F1	MC38	isotype	689-51	0.110937	0.0931055	2.36843
69TB6070MC	CC10 F1	MC38	isotype	689-53	0.0908436	0.0931055	0.896398
69TB6070MC	CC10 F1	MC38	isotype	689-55	0.0734394	0.0931055	0.386378
69TB6070MC	CC10 F1	MC38	isotype	689-56	0.111506	0.0931055	2.43448
69TB6070MC	CC10 F1	MC38	isotype	689-58	0.0408003	0.0931055	0.0797245
69TB6070MC	CC10 F1	MC38	isotype	689-59	0.145657	0.0931055	12.6935
69TB6070MC	CC10 F1	MC38	isotype	689-60	0.0830197	0.0931055	0.614045
69TB6070MC	CC10 F1	MC38	isotype	689-66	0.124385	0.0931055	4.53799
69TB6070MC	CC10 F1	MC38	isotype	689-68	0.0497859	0.0931055	0.123109
69TB6070MC	CC10 F1	MC38	isotype	689-70	0.0958076	0.0931055	1.13958
69TB6070MC	CC10 F1	MC38	isotype	689-72	0.0916593	0.0931055	0.932462
64TB1116MC	CC11 F1	MC38	anti-PD1	298-01	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	anti-PD1	298-02	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	anti-PD1	298-04	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-05	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	anti-PD1	298-06	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-11	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-12	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-13	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-14	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	anti-PD1	298-16	-0.127952	0.0299877	4.82251e-4
64TB1116MC	CC11 F1	MC38	anti-PD1	298-19	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	anti-PD1	298-23	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	isotype	298-03	0.0263737	0.0299877	0.839666
64TB1116MC	CC11 F1	MC38	isotype	298-07	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	isotype	298-08	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	isotype	298-09	NA	0.0299877	NA
64TB1116MC	CC11 F1	MC38	isotype	298-10	0.0406268	0.0299877	1.67272
64TB1116MC	CC11 F1	MC38	isotype	298-15	0.0670659	0.0299877	6.00678
64TB1116MC	CC11 F1	MC38	isotype	298-17	-0.0278073	0.0299877	0.0611372
64TB1116MC	CC11 F1	MC38	isotype	298-18	0.0217705	0.0299877	0.672107
64TB1116MC	CC11 F1	MC38	isotype	298-20	-0.136466	0.0299877	3.19499e-4
64TB1116MC	CC11 F1	MC38	isotype	298-21	0.0741313	0.0299877	8.45308
64TB1116MC	CC11 F1	MC38	isotype	298-22	0.174207	0.0299877	1068.07
64TB1116MC	CC11 F1	MC38	isotype	298-24	NA	0.0299877	NA
20T80121MC	CC12 F1	MC38	anti-PD1	983-28	-0.0569111	0.0805698	0.00129689
20T80121MC	CC12 F1	MC38	anti-PD1	983-29	-0.107188	0.0805698	1.1405e-4
20T80121MC	CC12 F1	MC38	anti-PD1	983-30	-0.0313182	0.0805698	0.00447047
20T80121MC	CC12 F1	MC38	anti-PD1	983-32	-0.122275	0.0805698	5.49861e-5
20T80121MC	CC12 F1	MC38	anti-PD1	983-33	-0.10954	0.0805698	1.01787e-4
20T80121MC	CC12 F1	MC38	anti-PD1	983-35	-0.088906	0.0805698	2.76064e-4
20T80121MC	CC12 F1	MC38	anti-PD1	983-37	0.0896073	0.0805698	1.54806
20T80121MC	CC12 F1	MC38	anti-PD1	983-38	-0.0308892	0.0805698	0.00456418
20T80121MC	CC12 F1	MC38	anti-PD1	983-40	-0.0546534	0.0805698	0.00144648
20T80121MC	CC12 F1	MC38	anti-PD1	983-41	-0.0503565	0.0805698	0.00178053
20T80121MC	CC12 F1	MC38	anti-PD1	983-42	-0.115203	0.0805698	7.74047e-5
20T80121MC	CC12 F1	MC38	anti-PD1	983-48	-0.109602	0.0805698	1.01483e-4
20T80121MC	CC12 F1	MC38	isotype	983-25	0.0513674	0.0805698	0.243641
20T80121MC	CC12 F1	MC38	isotype	983-26	0.0878445	0.0805698	1.42158
20T80121MC	CC12 F1	MC38	isotype	983-27	0.0701564	0.0805698	0.604393
20T80121MC	CC12 F1	MC38	isotype	983-31	0.0796505	0.0805698	0.956523
20T80121MC	CC12 F1	MC38	isotype	983-34	0.0844876	0.0805698	1.20858
20T80121MC	CC12 F1	MC38	isotype	983-36	0.0673672	0.0805698	0.528137
20T80121MC	CC12 F1	MC38	isotype	983-39	0.101266	0.0805698	2.72028
20T80121MC	CC12 F1	MC38	isotype	983-43	0.104529	0.0805698	3.1853
20T80121MC	CC12 F1	MC38	isotype	983-44	0.0870028	0.0805698	1.36487
20T80121MC	CC12 F1	MC38	isotype	983-45	0.0474907	0.0805698	0.201994
20T80121MC	CC12 F1	MC38	isotype	983-46	0.114574	0.0805698	5.17708
20T80121MC	CC12 F1	MC38	isotype	983-47	0.0711014	0.0805698	0.63265
72TB1574MC	CC15 F1	MC38	anti-PD1	768-02	-0.00847734	0.0849312	0.010925
72TB1574MC	CC15 F1	MC38	anti-PD1	768-03	-0.00811683	0.0849312	0.0111171
72TB1574MC	CC15 F1	MC38	anti-PD1	768-05	0.0401292	0.0849312	0.114593
72TB1574MC	CC15 F1	MC38	anti-PD1	768-06	0.115764	0.0849312	4.44103
72TB1574MC	CC15 F1	MC38	anti-PD1	768-07	0.05527	0.0849312	0.238294
72TB1574MC	CC15 F1	MC38	anti-PD1	768-11	0.0172052	0.0849312	0.0378228
72TB1574MC	CC15 F1	MC38	anti-PD1	768-12	0.020344	0.0849312	0.044022
72TB1574MC	CC15 F1	MC38	anti-PD1	768-13	-0.0574358	0.0849312	0.00102398
72TB1574MC	CC15 F1	MC38	anti-PD1	768-16	0.0600916	0.0849312	0.300863
72TB1574MC	CC15 F1	MC38	anti-PD1	768-18	-0.0168465	0.0849312	0.00728902
72TB1574MC	CC15 F1	MC38	anti-PD1	768-22	0.095286	0.0849312	1.64988
72TB1574MC	CC15 F1	MC38	anti-PD1	768-24	0.0634433	0.0849312	0.353798
72TB1574MC	CC15 F1	MC38	isotype	768-01	0.0401518	0.0849312	0.114718
72TB1574MC	CC15 F1	MC38	isotype	768-04	0.12065	0.0849312	5.62464
72TB1574MC	CC15 F1	MC38	isotype	768-08	0.00506194	0.0849312	0.0210255
72TB1574MC	CC15 F1	MC38	isotype	768-09	0.0925683	0.0849312	1.4467
72TB1574MC	CC15 F1	MC38	isotype	768-10	0.0302009	0.0849312	0.0709028
72TB1574MC	CC15 F1	MC38	isotype	768-14	0.127972	0.0849312	8.01403
72TB1574MC	CC15 F1	MC38	isotype	768-15	0.0958677	0.0849312	1.69694
72TB1574MC	CC15 F1	MC38	isotype	768-17	0.0630989	0.0849312	0.347955
72TB1574MC	CC15 F1	MC38	isotype	768-19	0.104244	0.0849312	2.54428
72TB1574MC	CC15 F1	MC38	isotype	768-20	0.110114	0.0849312	3.37937
72TB1574MC	CC15 F1	MC38	isotype	768-21	0.131363	0.0849312	9.44189
72TB1574MC	CC15 F1	MC38	isotype	768-23	0.0978828	0.0849312	1.87061
64TB1116MC	CC16 F1	MC38	anti-PD1	300-27	0.00352479	0.111481	0.00540645
64TB1116MC	CC16 F1	MC38	anti-PD1	300-28	0.0458556	0.111481	0.0418659
64TB1116MC	CC16 F1	MC38	anti-PD1	300-33	0.0264756	0.111481	0.0164013
64TB1116MC	CC16 F1	MC38	anti-PD1	300-34	0.0929405	0.111481	0.407983
64TB1116MC	CC16 F1	MC38	anti-PD1	300-37	0.0159032	0.111481	0.00983692
64TB1116MC	CC16 F1	MC38	anti-PD1	300-38	0.0293385	0.111481	0.0188365
64TB1116MC	CC16 F1	MC38	anti-PD1	300-40	0.0459014	0.111481	0.0419586
64TB1116MC	CC16 F1	MC38	anti-PD1	300-41	0.00141907	0.111481	0.00488307
64TB1116MC	CC16 F1	MC38	anti-PD1	300-42	0.0261801	0.111481	0.0161687
64TB1116MC	CC16 F1	MC38	anti-PD1	300-43	NA	0.111481	NA
64TB1116MC	CC16 F1	MC38	anti-PD1	300-44	0.028965	0.111481	0.0184994
64TB1116MC	CC16 F1	MC38	anti-PD1	300-46	0.0822957	0.111481	0.243838
64TB1116MC	CC16 F1	MC38	isotype	300-25	0.0534496	0.111481	0.0604412
64TB1116MC	CC16 F1	MC38	isotype	300-26	0.0646789	0.111481	0.104028
64TB1116MC	CC16 F1	MC38	isotype	300-29	0.151654	0.111481	6.97628
64TB1116MC	CC16 F1	MC38	isotype	300-30	0.118939	0.111481	1.4342
64TB1116MC	CC16 F1	MC38	isotype	300-31	0.0844881	0.111481	0.271108
64TB1116MC	CC16 F1	MC38	isotype	300-32	0.134993	0.111481	3.1171
64TB1116MC	CC16 F1	MC38	isotype	300-35	0.0918636	0.111481	0.387283
64TB1116MC	CC16 F1	MC38	isotype	300-36	0.107848	0.111481	0.838877
64TB1116MC	CC16 F1	MC38	isotype	300-39	0.0896677	0.111481	0.348269
64TB1116MC	CC16 F1	MC38	isotype	300-45	0.121827	0.111481	1.64917
