study_id	strain	cell_line	trt	mouse_id	adjusted_slope	iso_mean_slope	RTC
64TB1116MC	CC16 F1	MC38	isotype	300-47	0.137689	0.111481	3.55104
64TB1116MC	CC16 F1	MC38	isotype	300-48	0.180678	0.111481	28.3877
28TB1723MC	CC17 F1	MC38	anti-PD1	578-01	-0.0920939	0.10311	7.95629e-5
28TB1723MC	CC17 F1	MC38	anti-PD1	578-04	-0.122796	0.10311	1.80288e-5
28TB1723MC	CC17 F1	MC38	anti-PD1	578-06	0.00950272	0.10311	0.0108203
28TB1723MC	CC17 F1	MC38	anti-PD1	578-07	0.018943	0.10311	0.0170799
28TB1723MC	CC17 F1	MC38	anti-PD1	578-11	-0.0916738	0.10311	8.11954e-5
28TB1723MC	CC17 F1	MC38	anti-PD1	578-12	-0.0641046	0.10311	3.07954e-4
28TB1723MC	CC17 F1	MC38	anti-PD1	578-13	-0.0783374	0.10311	1.54738e-4
28TB1723MC	CC17 F1	MC38	anti-PD1	578-17	-0.0474182	0.10311	6.90081e-4
28TB1723MC	CC17 F1	MC38	anti-PD1	578-18	-0.0296948	0.10311	0.00162589
28TB1723MC	CC17 F1	MC38	anti-PD1	578-22	0.0332195	0.10311	0.0340637
28TB1723MC	CC17 F1	MC38	anti-PD1	578-23	-0.0842906	0.10311	1.16032e-4
28TB1723MC	CC17 F1	MC38	anti-PD1	578-24	0.0427473	0.10311	0.0539977
28TB1723MC	CC17 F1	MC38	isotype	578-02	0.0827555	0.10311	0.373721
28TB1723MC	CC17 F1	MC38	isotype	578-03	0.0920503	0.10311	0.585786
28TB1723MC	CC17 F1	MC38	isotype	578-05	0.0731691	0.10311	0.23509
28TB1723MC	CC17 F1	MC38	isotype	578-08	0.111998	0.10311	1.5369
28TB1723MC	CC17 F1	MC38	isotype	578-09	0.118201	0.10311	2.07443
28TB1723MC	CC17 F1	MC38	isotype	578-10	0.120926	0.10311	2.36661
28TB1723MC	CC17 F1	MC38	isotype	578-14	0.0867795	0.10311	0.453995
28TB1723MC	CC17 F1	MC38	isotype	578-15	0.10548	0.10311	1.1214
28TB1723MC	CC17 F1	MC38	isotype	578-16	0.125408	0.10311	2.93941
28TB1723MC	CC17 F1	MC38	isotype	578-19	0.12098	0.10311	2.3728
28TB1723MC	CC17 F1	MC38	isotype	578-20	0.108862	0.10311	1.32063
28TB1723MC	CC17 F1	MC38	isotype	578-21	0.0907148	0.10311	0.549153
28TB1723MC	CC23 F1	MC38	anti-PD1	580-25	-0.205493	0.0465657	5.09067e-6
28TB1723MC	CC23 F1	MC38	anti-PD1	580-26	-0.127952	0.0465657	2.16339e-4
28TB1723MC	CC23 F1	MC38	anti-PD1	580-28	-0.0927981	0.0465657	0.00118403
28TB1723MC	CC23 F1	MC38	anti-PD1	580-29	-0.123952	0.0465657	2.62504e-4
28TB1723MC	CC23 F1	MC38	anti-PD1	580-32	-0.128369	0.0465657	2.12018e-4
28TB1723MC	CC23 F1	MC38	anti-PD1	580-33	-0.0338566	0.0465657	0.0204707
28TB1723MC	CC23 F1	MC38	anti-PD1	580-34	-0.195049	0.0465657	8.43502e-6
28TB1723MC	CC23 F1	MC38	anti-PD1	580-39	-0.118364	0.0465657	3.43936e-4
28TB1723MC	CC23 F1	MC38	anti-PD1	580-41	-0.00309425	0.0465657	0.0906028
28TB1723MC	CC23 F1	MC38	anti-PD1	580-43	-0.00163409	0.0465657	0.097231
28TB1723MC	CC23 F1	MC38	anti-PD1	580-44	-0.11725	0.0465657	3.62966e-4
28TB1723MC	CC23 F1	MC38	anti-PD1	580-48	-0.0831422	0.0465657	0.00188858
28TB1723MC	CC23 F1	MC38	isotype	580-27	0.060403	0.0465657	1.95246
28TB1723MC	CC23 F1	MC38	isotype	580-30	0.0919176	0.0465657	8.9617
28TB1723MC	CC23 F1	MC38	isotype	580-31	NA	0.0465657	NA
28TB1723MC	CC23 F1	MC38	isotype	580-35	0.072581	0.0465657	3.51821
28TB1723MC	CC23 F1	MC38	isotype	580-36	0.0218371	0.0465657	0.302482
28TB1723MC	CC23 F1	MC38	isotype	580-37	0.027416	0.0465657	0.396146
28TB1723MC	CC23 F1	MC38	isotype	580-38	0.0347518	0.0465657	0.564818
28TB1723MC	CC23 F1	MC38	isotype	580-40	0.0429129	0.0465657	0.838091
28TB1723MC	CC23 F1	MC38	isotype	580-42	0.0715672	0.0465657	3.3499
28TB1723MC	CC23 F1	MC38	isotype	580-45	-0.0547136	0.0465657	0.00746679
28TB1723MC	CC23 F1	MC38	isotype	580-46	0.0525622	0.0465657	1.33637
28TB1723MC	CC23 F1	MC38	isotype	580-47	0.0909874	0.0465657	8.56753
70TB2444MC	CC24 F1	MC38	anti-PD1	687-02	0.0506472	0.121609	0.032344
70TB2444MC	CC24 F1	MC38	anti-PD1	687-04	0.0227287	0.121609	0.00838501
70TB2444MC	CC24 F1	MC38	anti-PD1	687-08	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	anti-PD1	687-10	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	anti-PD1	687-12	0.0947922	0.121609	0.273425
70TB2444MC	CC24 F1	MC38	anti-PD1	687-15	-8.26596e-4	0.121609	0.00268438
70TB2444MC	CC24 F1	MC38	anti-PD1	687-16	0.0336191	0.121609	0.0141972
70TB2444MC	CC24 F1	MC38	anti-PD1	687-17	0.1322	0.121609	1.66882
70TB2444MC	CC24 F1	MC38	anti-PD1	687-18	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	anti-PD1	687-19	0.0182865	0.121609	0.00676422
70TB2444MC	CC24 F1	MC38	anti-PD1	687-21	0.130028	0.121609	1.50239
70TB2444MC	CC24 F1	MC38	anti-PD1	687-24	-0.108605	0.121609	1.46382e-5
70TB2444MC	CC24 F1	MC38	isotype	687-01	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	isotype	687-03	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	isotype	687-05	0.0968928	0.121609	0.302657
70TB2444MC	CC24 F1	MC38	isotype	687-06	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	isotype	687-07	0.108849	0.121609	0.539557
70TB2444MC	CC24 F1	MC38	isotype	687-09	NA	0.121609	NA
70TB2444MC	CC24 F1	MC38	isotype	687-11	0.151586	0.121609	4.26087
70TB2444MC	CC24 F1	MC38	isotype	687-13	0.112244	0.121609	0.635819
70TB2444MC	CC24 F1	MC38	isotype	687-14	0.118449	0.121609	0.858302
70TB2444MC	CC24 F1	MC38	isotype	687-20	0.148539	0.121609	3.67729
70TB2444MC	CC24 F1	MC38	isotype	687-22	0.12521	0.121609	1.19015
70TB2444MC	CC24 F1	MC38	isotype	687-23	0.111105	0.121609	0.60174
52TB2532MC	CC25 F1	MC38	anti-PD1	124-01	-0.179771	0.084807	2.77878e-6
52TB2532MC	CC25 F1	MC38	anti-PD1	124-04	-0.0771125	0.084807	3.97825e-4
52TB2532MC	CC25 F1	MC38	anti-PD1	124-05	0.0513695	0.084807	0.198524
52TB2532MC	CC25 F1	MC38	anti-PD1	124-06	-0.0275136	0.084807	0.00437792
52TB2532MC	CC25 F1	MC38	anti-PD1	124-08	-0.0753389	0.084807	4.33447e-4
52TB2532MC	CC25 F1	MC38	anti-PD1	124-09	-0.0994719	0.084807	1.34941e-4
52TB2532MC	CC25 F1	MC38	anti-PD1	124-10	0.0235448	0.084807	0.0517005
52TB2532MC	CC25 F1	MC38	anti-PD1	124-13	-0.07248	0.084807	4.97708e-4
52TB2532MC	CC25 F1	MC38	anti-PD1	124-16	-0.0460245	0.084807	0.00178871
52TB2532MC	CC25 F1	MC38	anti-PD1	124-20	0.0539307	0.084807	0.224698
52TB2532MC	CC25 F1	MC38	anti-PD1	124-21	-0.0759693	0.084807	4.20434e-4
52TB2532MC	CC25 F1	MC38	anti-PD1	124-23	-0.0365744	0.084807	0.00282483
52TB2532MC	CC25 F1	MC38	isotype	124-02	0.079921	0.084807	0.78957599999999994
52TB2532MC	CC25 F1	MC38	isotype	124-03	0.121191	0.084807	5.80843
52TB2532MC	CC25 F1	MC38	isotype	124-07	0.0893123	0.084807	1.2434
52TB2532MC	CC25 F1	MC38	isotype	124-11	0.0809338	0.084807	0.82921
52TB2532MC	CC25 F1	MC38	isotype	124-12	0.0729208	0.084807	0.562848
52TB2532MC	CC25 F1	MC38	isotype	124-14	0.0992951	0.084807	2.01488
52TB2532MC	CC25 F1	MC38	isotype	124-15	0.0862579	0.084807	1.07268
52TB2532MC	CC25 F1	MC38	isotype	124-17	0.0792445	0.084807	0.764169
52TB2532MC	CC25 F1	MC38	isotype	124-18	0.0795525	0.084807	0.775634
52TB2532MC	CC25 F1	MC38	isotype	124-19	0.0853509	0.084807	1.02665
52TB2532MC	CC25 F1	MC38	isotype	124-22	0.0695657	0.084807	0.478557
52TB2532MC	CC25 F1	MC38	isotype	124-24	0.0741384	0.084807	0.59698
39TB2705MC	CC27 F1	MC38	anti-PD1	601-03	-0.172534	0.100213	1.872e-6
39TB2705MC	CC27 F1	MC38	anti-PD1	601-07	-0.0667342	0.100213	3.11964e-4
39TB2705MC	CC27 F1	MC38	anti-PD1	601-08	-0.127952	0.100213	1.61635e-5
39TB2705MC	CC27 F1	MC38	anti-PD1	601-09	-0.0376745	0.100213	0.00127162
39TB2705MC	CC27 F1	MC38	anti-PD1	601-11	-0.0583684	0.100213	4.67505e-4
39TB2705MC	CC27 F1	MC38	anti-PD1	601-12	-0.127952	0.100213	1.61635e-5
39TB2705MC	CC27 F1	MC38	anti-PD1	601-13	-0.0272563	0.100213	0.00210445
39TB2705MC	CC27 F1	MC38	anti-PD1	601-14	-0.109727	0.100213	3.90176e-5
39TB2705MC	CC27 F1	MC38	anti-PD1	601-16	-0.0592361	0.100213	4.48296e-4
39TB2705MC	CC27 F1	MC38	anti-PD1	601-18	-0.127952	0.100213	1.61635e-5
39TB2705MC	CC27 F1	MC38	anti-PD1	601-21	-0.0478586	0.100213	7.77126e-4
39TB2705MC	CC27 F1	MC38	anti-PD1	601-22	-0.0176666	0.100213	0.00334598
39TB2705MC	CC27 F1	MC38	isotype	601-01	0.0743048	0.100213	0.285708
39TB2705MC	CC27 F1	MC38	isotype	601-02	0.096145	0.100213	0.821424
39TB2705MC	CC27 F1	MC38	isotype	601-04	0.0991528	0.100213	0.950017
39TB2705MC	CC27 F1	MC38	isotype	601-05	0.114105	0.100213	1.95758
39TB2705MC	CC27 F1	MC38	isotype	601-06	0.0808286	0.100213	0.391672
39TB2705MC	CC27 F1	MC38	isotype	601-10	0.0946492	0.100213	0.764107
39TB2705MC	CC27 F1	MC38	isotype	601-15	0.196712	0.100213	106.287
39TB2705MC	CC27 F1	MC38	isotype	601-17	0.076501	0.100213	0.317718
39TB2705MC	CC27 F1	MC38	isotype	601-19	0.0982709	0.100213	0.910353
39TB2705MC	CC27 F1	MC38	isotype	601-20	0.0954836	0.100213	0.79557
39TB2705MC	CC27 F1	MC38	isotype	601-23	0.0898626	0.100213	0.60623
39TB2705MC	CC27 F1	MC38	isotype	601-24	0.0865435	0.100213	0.51634
52TB2532MC	CC32 F1	MC38	anti-PD1	126-28	-0.127952	0.0735776	5.85982e-5
52TB2532MC	CC32 F1	MC38	anti-PD1	126-30	-0.0759944	0.0735776	7.22751e-4
52TB2532MC	CC32 F1	MC38	anti-PD1	126-32	-0.165566	0.0735776	9.50578e-6
52TB2532MC	CC32 F1	MC38	anti-PD1	126-33	-0.15939	0.0735776	1.2814e-5
52TB2532MC	CC32 F1	MC38	anti-PD1	126-34	-0.135548	0.0735776	4.05853e-5
52TB2532MC	CC32 F1	MC38	anti-PD1	126-35	-0.210303	0.0735776	1.09273e-6
52TB2532MC	CC32 F1	MC38	anti-PD1	126-37	-0.0687688	0.0735776	0.001025
52TB2532MC	CC32 F1	MC38	anti-PD1	126-38	-0.106946	0.0735776	1.61809e-4
52TB2532MC	CC32 F1	MC38	anti-PD1	126-41	-0.0810029	0.0735776	5.67295e-4
52TB2532MC	CC32 F1	MC38	anti-PD1	126-42	0.0262668	0.0735776	0.101502
52TB2532MC	CC32 F1	MC38	anti-PD1	126-47	-0.181642	0.0735776	4.36903e-6
52TB2532MC	CC32 F1	MC38	anti-PD1	126-48	0.153686	0.0735776	48.1143
52TB2532MC	CC32 F1	MC38	isotype	126-25	0.0776781	0.0735776	1.2193
52TB2532MC	CC32 F1	MC38	isotype	126-26	0.0884586	0.0735776	2.05353
52TB2532MC	CC32 F1	MC38	isotype	126-27	0.0653417	0.0735776	0.671501
52TB2532MC	CC32 F1	MC38	isotype	126-29	0.073022	0.0735776	0.973491
52TB2532MC	CC32 F1	MC38	isotype	126-31	0.0503975	0.0735776	0.326
52TB2532MC	CC32 F1	MC38	isotype	126-36	-0.00286672	0.0735776	0.0248124
52TB2532MC	CC32 F1	MC38	isotype	126-39	0.0870465	0.0735776	1.91799
52TB2532MC	CC32 F1	MC38	isotype	126-40	0.116976	0.0735776	8.15411
52TB2532MC	CC32 F1	MC38	isotype	126-43	NA	0.0735776	NA
52TB2532MC	CC32 F1	MC38	isotype	126-44	0.0787291	0.0735776	1.28286
52TB2532MC	CC32 F1	MC38	isotype	126-45	0.0685155	0.0735776	0.782881
52TB2532MC	CC32 F1	MC38	isotype	126-46	0.106055	0.0735776	4.80866
24TC3633MC	CC33 F1	MC38	anti-PD1	979-27	0.110038	0.139295	0.243006
24TC3633MC	CC33 F1	MC38	anti-PD1	979-28	0.104783	0.139295	0.188478
24TC3633MC	CC33 F1	MC38	anti-PD1	979-30	0.209156	0.139295	29.3153
24TC3633MC	CC33 F1	MC38	anti-PD1	979-33	-0.185875	0.139295	1.48399e-7
24TC3633MC	CC33 F1	MC38	anti-PD1	979-34	0.104234	0.139295	0.18354
24TC3633MC	CC33 F1	MC38	anti-PD1	979-36	0.173386	0.139295	5.19902
24TC3633MC	CC33 F1	MC38	anti-PD1	979-38	0.077582	0.139295	0.0505866
24TC3633MC	CC33 F1	MC38	anti-PD1	979-39	0.116506	0.139295	0.332228
24TC3633MC	CC33 F1	MC38	anti-PD1	979-42	-0.0695333	0.139295	4.1173e-5
24TC3633MC	CC33 F1	MC38	anti-PD1	979-44	0.113594	0.139295	0.288595
24TC3633MC	CC33 F1	MC38	anti-PD1	979-46	0.129992	0.139295	0.637739
24TC3633MC	CC33 F1	MC38	anti-PD1	979-47	0.11111	0.139295	0.255926
24TC3633MC	CC33 F1	MC38	isotype	979-25	0.148111	0.139295	1.53161
24TC3633MC	CC33 F1	MC38	isotype	979-26	0.193969	0.139295	14.0655
24TC3633MC	CC33 F1	MC38	isotype	979-29	0.0914729	0.139295	0.0990248
24TC3633MC	CC33 F1	MC38	isotype	979-31	0.14543	0.139295	1.34536
24TC3633MC	CC33 F1	MC38	isotype	979-32	0.102413	0.139295	0.16807
24TC3633MC	CC33 F1	MC38	isotype	979-35	0.12771	0.139295	0.571119
24TC3633MC	CC33 F1	MC38	isotype	979-37	0.198403	0.139295	17.4288
24TC3633MC	CC33 F1	MC38	isotype	979-40	0.122641	0.139295	0.446962
24TC3633MC	CC33 F1	MC38	isotype	979-41	0.104003	0.139295	0.181503
24TC3633MC	CC33 F1	MC38	isotype	979-43	0.153491	0.139295	1.98665
24TC3633MC	CC33 F1	MC38	isotype	979-45	0.117375	0.139295	0.346481
24TC3633MC	CC33 F1	MC38	isotype	979-48	0.166517	0.139295	3.72972
24TC3633MC	CC36 F1	MC38	anti-PD1	978-02	-0.223226	0.104215	1.32964e-7
24TC3633MC	CC36 F1	MC38	anti-PD1	978-06	0.0760638	0.104215	0.256344
24TC3633MC	CC36 F1	MC38	anti-PD1	978-08	0.13347	0.104215	4.11481
24TC3633MC	CC36 F1	MC38	anti-PD1	978-10	0.0636628	0.104215	0.140735
24TC3633MC	CC36 F1	MC38	anti-PD1	978-11	0.110731	0.104215	1.37035
24TC3633MC	CC36 F1	MC38	anti-PD1	978-12	0.0764529	0.104215	0.261212
24TC3633MC	CC36 F1	MC38	anti-PD1	978-13	0.0958743	0.104215	0.668104
24TC3633MC	CC36 F1	MC38	anti-PD1	978-14	-0.127952	0.104215	1.33198e-5
24TC3633MC	CC36 F1	MC38	anti-PD1	978-20	-0.00490897	0.104215	0.00510969
24TC3633MC	CC36 F1	MC38	anti-PD1	978-22	NA	0.104215	NA
24TC3633MC	CC36 F1	MC38	anti-PD1	978-23	NA	0.104215	NA
24TC3633MC	CC36 F1	MC38	anti-PD1	978-24	-0.127952	0.104215	1.33198e-5
24TC3633MC	CC36 F1	MC38	isotype	978-01	0.126593	0.104215	2.95078
24TC3633MC	CC36 F1	MC38	isotype	978-03	NA	0.104215	NA
24TC3633MC	CC36 F1	MC38	isotype	978-04	0.0643774	0.104215	0.145683
24TC3633MC	CC36 F1	MC38	isotype	978-05	0.0410434	0.104215	0.0471405
24TC3633MC	CC36 F1	MC38	isotype	978-07	0.107124	0.104215	1.15105
24TC3633MC	CC36 F1	MC38	isotype	978-09	0.130587	0.104215	3.57941
24TC3633MC	CC36 F1	MC38	isotype	978-15	0.118548	0.104215	1.99985
24TC3633MC	CC36 F1	MC38	isotype	978-16	0.12168	0.104215	2.32687
24TC3633MC	CC36 F1	MC38	isotype	978-17	NA	0.104215	NA
24TC3633MC	CC36 F1	MC38	isotype	978-18	NA	0.104215	NA
24TC3633MC	CC36 F1	MC38	isotype	978-19	0.111145	0.104215	1.39809
24TC3633MC	CC36 F1	MC38	isotype	978-21	0.116837	0.104215	1.841
70TB2444MC	CC44 F1	MC38	anti-PD1	766-25	0.0792139	0.106134	0.272072
70TB2444MC	CC44 F1	MC38	anti-PD1	766-27	0.0677708	0.106134	0.156451
70TB2444MC	CC44 F1	MC38	anti-PD1	766-28	0.0610362	0.106134	0.112967
70TB2444MC	CC44 F1	MC38	anti-PD1	766-29	0.0833202	0.106134	0.331829
70TB2444MC	CC44 F1	MC38	anti-PD1	766-31	0.0389847	0.106134	0.0388929
70TB2444MC	CC44 F1	MC38	anti-PD1	766-34	0.0161808	0.106134	0.0129118
70TB2444MC	CC44 F1	MC38	anti-PD1	766-35	0.159934	0.106134	13.4835
70TB2444MC	CC44 F1	MC38	anti-PD1	766-36	0.105498	0.106134	0.969741
70TB2444MC	CC44 F1	MC38	anti-PD1	766-38	0.0253627	0.106134	0.0201284
70TB2444MC	CC44 F1	MC38	anti-PD1	766-42	-0.0265221	0.106134	0.00163768
70TB2444MC	CC44 F1	MC38	anti-PD1	766-43	6.91407e-4	0.106134	0.00610535
70TB2444MC	CC44 F1	MC38	anti-PD1	766-46	0.0681772	0.106134	0.159556
70TB2444MC	CC44 F1	MC38	isotype	766-26	0.0794464	0.106134	0.275148
70TB2444MC	CC44 F1	MC38	isotype	766-30	0.167035	0.106134	19.0075
70TB2444MC	CC44 F1	MC38	isotype	766-32	0.148766	0.106134	7.85743
70TB2444MC	CC44 F1	MC38	isotype	766-33	0.0558985	0.106134	0.0881169
70TB2444MC	CC44 F1	MC38	isotype	766-37	0.118783	0.106134	1.8435
70TB2444MC	CC44 F1	MC38	isotype	766-39	0.120259	0.106134	1.97982
70TB2444MC	CC44 F1	MC38	isotype	766-40	0.0902333	0.106134	0.463543
70TB2444MC	CC44 F1	MC38	isotype	766-41	0.121331	0.106134	2.08521
70TB2444MC	CC44 F1	MC38	isotype	766-44	0.0530954	0.106134	0.0769476
70TB2444MC	CC44 F1	MC38	isotype	766-45	0.164632	0.106134	16.9226
70TB2444MC	CC44 F1	MC38	isotype	766-47	0.0937587	0.106134	0.549698
70TB2444MC	CC44 F1	MC38	isotype	766-48	0.0603658	0.106134	0.109364
69TB6070MC	CC57 F1	MC38	anti-PD1	585-25	0.00701487	0.110331	0.00676637
69TB6070MC	CC57 F1	MC38	anti-PD1	585-26	0.0331706	0.110331	0.0239676
69TB6070MC	CC57 F1	MC38	anti-PD1	585-28	0.0298534	0.110331	0.0204157
69TB6070MC	CC57 F1	MC38	anti-PD1	585-29	0.00212674	0.110331	0.00534201
69TB6070MC	CC57 F1	MC38	anti-PD1	585-32	-0.0356607	0.110331	8.59347e-4
69TB6070MC	CC57 F1	MC38	anti-PD1	585-34	-0.015828	0.110331	0.0022421
69TB6070MC	CC57 F1	MC38	anti-PD1	585-36	-0.023022	0.110331	0.00158337
69TB6070MC	CC57 F1	MC38	anti-PD1	585-38	-0.0397506	0.110331	7.05148e-4
69TB6070MC	CC57 F1	MC38	anti-PD1	585-40	-0.11786	0.110331	1.61428e-5
69TB6070MC	CC57 F1	MC38	anti-PD1	585-45	0.0605953	0.110331	0.0902703
69TB6070MC	CC57 F1	MC38	anti-PD1	585-46	0.0643613	0.110331	0.1083
69TB6070MC	CC57 F1	MC38	anti-PD1	585-47	-0.0650763	0.110331	2.07224e-4
69TB6070MC	CC57 F1	MC38	isotype	585-27	0.106805	0.110331	0.843244
69TB6070MC	CC57 F1	MC38	isotype	585-30	0.121852	0.110331	1.74555
69TB6070MC	CC57 F1	MC38	isotype	585-31	0.112775	0.110331	1.12541
69TB6070MC	CC57 F1	MC38	isotype	585-33	0.0867191	0.110331	0.31926
69TB6070MC	CC57 F1	MC38	isotype	585-35	0.142754	0.110331	4.79599
69TB6070MC	CC57 F1	MC38	isotype	585-37	0.0897263	0.110331	0.369229
69TB6070MC	CC57 F1	MC38	isotype	585-39	0.16681000000000001	0.110331	15.3482
69TB6070MC	CC57 F1	MC38	isotype	585-41	0.127691	0.110331	2.31505
69TB6070MC	CC57 F1	MC38	isotype	585-42	0.079103	0.110331	0.220905
69TB6070MC	CC57 F1	MC38	isotype	585-43	0.117037	0.110331	1.38302
69TB6070MC	CC57 F1	MC38	isotype	585-44	0.0728033	0.110331	0.162897
69TB6070MC	CC57 F1	MC38	isotype	585-48	0.099899	0.110331	0.60384
75TB6858MC	CC58 F1	MC38	anti-PD1	916-26	-0.0294464	0.0907581	0.00299024
75TB6858MC	CC58 F1	MC38	anti-PD1	916-28	0.00862766	0.0907581	0.0188478
75TB6858MC	CC58 F1	MC38	anti-PD1	916-29	NA	0.0907581	NA
75TB6858MC	CC58 F1	MC38	anti-PD1	916-33	0.00582153	0.0907581	0.0164563
75TB6858MC	CC58 F1	MC38	anti-PD1	916-34	0.0594012	0.0907581	0.219536
75TB6858MC	CC58 F1	MC38	anti-PD1	916-35	-0.0951176	0.0907581	1.24914e-4
75TB6858MC	CC58 F1	MC38	anti-PD1	916-39	-0.0501364	0.0907581	0.00109955
75TB6858MC	CC58 F1	MC38	anti-PD1	916-41	-0.128442	0.0907581	2.49346e-5
75TB6858MC	CC58 F1	MC38	anti-PD1	916-45	-0.114305	0.0907581	4.93938e-5
75TB6858MC	CC58 F1	MC38	anti-PD1	916-46	-0.00423147	0.0907581	0.0101209
75TB6858MC	CC58 F1	MC38	anti-PD1	916-47	-0.0527763	0.0907581	9.67781e-4
75TB6858MC	CC58 F1	MC38	anti-PD1	916-48	-0.0227779	0.0907581	0.00412805
75TB6858MC	CC58 F1	MC38	isotype	916-25	0.0804044	0.0907581	0.606139
75TB6858MC	CC58 F1	MC38	isotype	916-27	0.0831192	0.0907581	0.691167
75TB6858MC	CC58 F1	MC38	isotype	916-30	0.0969131	0.0907581	1.34665
75TB6858MC	CC58 F1	MC38	isotype	916-31	0.106152	0.0907581	2.10507
75TB6858MC	CC58 F1	MC38	isotype	916-32	0.0951224	0.0907581	1.23496
75TB6858MC	CC58 F1	MC38	isotype	916-36	0.0655177	0.0907581	0.295089
75TB6858MC	CC58 F1	MC38	isotype	916-37	0.0872451	0.0907581	0.843775
75TB6858MC	CC58 F1	MC38	isotype	916-38	0.0754386	0.0907581	0.47675
75TB6858MC	CC58 F1	MC38	isotype	916-40	0.106629	0.0907581	2.15424
75TB6858MC	CC58 F1	MC38	isotype	916-42	0.0782907	0.0907581	0.547249
75TB6858MC	CC58 F1	MC38	isotype	916-43	0.119505	0.0907581	4.01503
75TB6858MC	CC58 F1	MC38	isotype	916-44	0.0947598	0.0907581	1.21349
69TB6070MC	CC60 F1	MC38	anti-PD1	583-01	0.0189155	0.0737004	0.0707156
69TB6070MC	CC60 F1	MC38	anti-PD1	583-04	0.00939616	0.0737004	0.0446283
69TB6070MC	CC60 F1	MC38	anti-PD1	583-05	0.0268346	0.0737004	0.103709
69TB6070MC	CC60 F1	MC38	anti-PD1	583-07	0.0102621	0.0737004	0.0465365
69TB6070MC	CC60 F1	MC38	anti-PD1	583-08	0.0222106	0.0737004	0.0829303
69TB6070MC	CC60 F1	MC38	anti-PD1	583-09	0.0838144	0.0737004	1.63077
69TB6070MC	CC60 F1	MC38	anti-PD1	583-12	-0.0260648	0.0737004	0.00803397
69TB6070MC	CC60 F1	MC38	anti-PD1	583-18	0.0523297	0.0737004	0.355807
69TB6070MC	CC60 F1	MC38	anti-PD1	583-19	0.0581356	0.0737004	0.471128
69TB6070MC	CC60 F1	MC38	anti-PD1	583-20	0.146094	0.0737004	33.1336
69TB6070MC	CC60 F1	MC38	anti-PD1	583-22	0.0325772	0.0737004	0.136903
69TB6070MC	CC60 F1	MC38	anti-PD1	583-24	0.0578722	0.0737004	0.465165
69TB6070MC	CC60 F1	MC38	isotype	583-02	0.081296	0.0737004	1.4438
69TB6070MC	CC60 F1	MC38	isotype	583-03	0.0634799	0.0737004	0.610053
69TB6070MC	CC60 F1	MC38	isotype	583-06	0.0328055	0.0737004	0.138422
69TB6070MC	CC60 F1	MC38	isotype	583-10	0.108263	0.0737004	5.31891
69TB6070MC	CC60 F1	MC38	isotype	583-11	0.0914558	0.0737004	2.35973
69TB6070MC	CC60 F1	MC38	isotype	583-13	0.109849	0.0737004	5.7428
69TB6070MC	CC60 F1	MC38	isotype	583-14	0.107501	0.0737004	5.12645
69TB6070MC	CC60 F1	MC38	isotype	583-15	0.0566029	0.0737004	0.437474
69TB6070MC	CC60 F1	MC38	isotype	583-16	0.0822256	0.0737004	1.51018
69TB6070MC	CC60 F1	MC38	isotype	583-17	0.0903171	0.0737004	2.23331
69TB6070MC	CC60 F1	MC38	isotype	583-21	-0.0231952	0.0737004	0.0092298
69TB6070MC	CC60 F1	MC38	isotype	583-23	0.0838038	0.0737004	1.62994
66TB6504MC	CC65 F1	MC38	anti-PD1	579-01	0.12475	0.128896	0.818312
66TB6504MC	CC65 F1	MC38	anti-PD1	579-02	0.104687	0.128896	0.310172
66TB6504MC	CC65 F1	MC38	anti-PD1	579-04	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	anti-PD1	579-06	0.104548	0.128896	0.308104
66TB6504MC	CC65 F1	MC38	anti-PD1	579-12	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	anti-PD1	579-15	0.0982528	0.128896	0.227241
66TB6504MC	CC65 F1	MC38	anti-PD1	579-16	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	anti-PD1	579-18	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	anti-PD1	579-19	0.11089	0.128896	0.418673
66TB6504MC	CC65 F1	MC38	anti-PD1	579-20	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	anti-PD1	579-21	0.0809457	0.128896	0.09841
66TB6504MC	CC65 F1	MC38	anti-PD1	579-24	0.0658002	0.128896	0.0473134
66TB6504MC	CC65 F1	MC38	isotype	579-03	0.167205	0.128896	6.37516
66TB6504MC	CC65 F1	MC38	isotype	579-05	0.108791	0.128896	0.378254
66TB6504MC	CC65 F1	MC38	isotype	579-07	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	isotype	579-08	0.128689	0.128896	0.990019
66TB6504MC	CC65 F1	MC38	isotype	579-09	0.136765	0.128896	1.46298
66TB6504MC	CC65 F1	MC38	isotype	579-10	0.111247	0.128896	0.42596
66TB6504MC	CC65 F1	MC38	isotype	579-11	0.1022	0.128896	0.275035
66TB6504MC	CC65 F1	MC38	isotype	579-13	NA	0.128896	NA
